FECHA HECHO,CANTIDAD,GENERO,ARMAS MEDIOS,Number of domestic violence
2015-01-07,11,F,CONTUNDENTES,1
2015-01-07,1,M,CONTUNDENTES,10
2015-01-07,1,M,ARMA BLANCA / CORTOPUNZANTE,3
2015-01-07,3,F,SIN EMPLEO DE ARMAS,1
2015-01-07,1,F,ARMA BLANCA / CORTOPUNZANTE,4
2015-01-07,8,F,CONTUNDENTES,1
2015-01-07,1,M,SIN EMPLEO DE ARMAS,6
2015-01-07,3,M,CONTUNDENTES,1
2015-01-07,1,M,CORTANTES,1
2015-01-07,2,F,ARMA BLANCA / CORTOPUNZANTE,1
2015-01-07,1,F,CONTUNDENTES,39
2015-01-07,2,M,SIN EMPLEO DE ARMAS,1
2015-01-07,1,F,SIN EMPLEO DE ARMAS,10
2015-01-07,5,F,CONTUNDENTES,1
2015-01-07,1,F,ARMA DE FUEGO,2
2015-01-07,7,F,CONTUNDENTES,1
2015-01-07,2,M,CONTUNDENTES,1
2015-01-08,2,F,SIN EMPLEO DE ARMAS,3
2015-01-08,1,F,SIN EMPLEO DE ARMAS,8
2015-01-08,1,F,ARMA BLANCA / CORTOPUNZANTE,2
2015-01-08,2,M,SIN EMPLEO DE ARMAS,1
2015-01-08,1,F,CONTUNDENTES,24
2015-01-08,1,F,NO REPORTA,3
2015-01-08,5,F,CONTUNDENTES,2
2015-01-08,2,F,CONTUNDENTES,1
2015-01-08,4,F,CONTUNDENTES,1
2015-01-08,1,M,CONTUNDENTES,11
2015-01-08,1,M,SIN EMPLEO DE ARMAS,2
2015-01-08,1,M,ARMA BLANCA / CORTOPUNZANTE,3
2015-01-08,3,F,CONTUNDENTES,2
2015-01-08,6,F,CONTUNDENTES,2
2015-01-08,1,F,CORTOPUNZANTES,2
2015-01-08,1,M,NO REPORTA,1
2015-01-09,1,M,SIN EMPLEO DE ARMAS,5
2015-01-09,2,M,CONTUNDENTES,2
2015-01-09,1,F,CONTUNDENTES,22
2015-01-09,3,F,SIN EMPLEO DE ARMAS,1
2015-01-09,12,F,CONTUNDENTES,1
2015-01-09,4,F,SIN EMPLEO DE ARMAS,1
2015-01-09,1,M,ARMA BLANCA / CORTOPUNZANTE,3
2015-01-09,5,F,CONTUNDENTES,1
2015-01-09,2,F,CONTUNDENTES,3
2015-01-09,1,F,ARMA DE FUEGO,2
2015-01-09,1,F,ARMA BLANCA / CORTOPUNZANTE,2
2015-01-09,4,F,CONTUNDENTES,2
2015-01-09,1,M,CONTUNDENTES,9
2015-01-09,2,F,SIN EMPLEO DE ARMAS,3
2015-01-09,1,F,SIN EMPLEO DE ARMAS,10
2015-01-10,1,M,CONTUNDENTES,6
2015-01-10,3,F,CONTUNDENTES,4
2015-01-10,1,F,ARMA BLANCA / CORTOPUNZANTE,3
2015-01-10,1,M,ESCOPOLAMINA,2
2015-01-10,1,F,CORTOPUNZANTES,2
2015-01-10,3,F,SIN EMPLEO DE ARMAS,1
2015-01-10,1,F,SIN EMPLEO DE ARMAS,2
2015-01-10,2,F,CONTUNDENTES,4
2015-01-10,1,F,NO REPORTA,1
2015-01-10,2,F,SIN EMPLEO DE ARMAS,2
2015-01-10,1,F,CONTUNDENTES,34
2015-01-10,2,M,CONTUNDENTES,3
2015-01-10,1,M,SIN EMPLEO DE ARMAS,2
2015-01-10,5,F,CONTUNDENTES,1
2015-01-10,3,M,CONTUNDENTES,1
2015-01-10,1,F,CORTANTES,2
2015-01-11,6,F,SIN EMPLEO DE ARMAS,1
2015-01-11,1,F,CORTANTES,1
2015-01-11,1,M,SIN EMPLEO DE ARMAS,1
2015-01-11,2,F,CONTUNDENTES,6
2015-01-11,3,M,CONTUNDENTES,1
2015-01-11,3,F,CONTUNDENTES,4
2015-01-11,2,F,ARMA BLANCA / CORTOPUNZANTE,1
2015-01-11,1,F,ARMA DE FUEGO,1
2015-01-11,2,M,SIN EMPLEO DE ARMAS,1
2015-01-11,1,M,CONTUNDENTES,10
2015-01-11,1,M,ARMA BLANCA / CORTOPUNZANTE,1
2015-01-11,2,F,SIN EMPLEO DE ARMAS,2
2015-01-11,1,F,CONTUNDENTES,38
2015-01-11,1,F,ARMA BLANCA / CORTOPUNZANTE,6
2015-01-11,1,F,SIN EMPLEO DE ARMAS,11
2015-01-11,4,F,CONTUNDENTES,1
2015-01-12,3,M,CONTUNDENTES,1
2015-01-12,1,F,ESCOPOLAMINA,2
2015-01-12,1,F,CORTANTES,2
2015-01-12,1,F,CONTUNDENTES,40
2015-01-12,4,F,CONTUNDENTES,3
2015-01-12,1,F,NO REPORTA,2
2015-01-12,2,F,CONTUNDENTES,7
2015-01-12,7,F,CONTUNDENTES,1
2015-01-12,6,M,CONTUNDENTES,1
2015-01-12,2,F,SIN EMPLEO DE ARMAS,2
2015-01-12,1,M,NO REPORTA,1
2015-01-12,2,M,CONTUNDENTES,2
2015-01-12,1,M,CONTUNDENTES,14
2015-01-12,5,F,CONTUNDENTES,1
2015-01-12,1,F,SIN EMPLEO DE ARMAS,8
2015-01-12,7,F,SIN EMPLEO DE ARMAS,1
2015-01-12,3,F,CONTUNDENTES,4
2015-01-12,1,F,ARMA BLANCA / CORTOPUNZANTE,3
2015-01-12,1,M,SIN EMPLEO DE ARMAS,2
2015-01-12,1,M,CORTOPUNZANTES,1
2015-01-12,1,M,ARMA BLANCA / CORTOPUNZANTE,2
2015-01-12,1,M,CORTANTES,1
2015-01-12,6,F,SIN EMPLEO DE ARMAS,1
2015-01-13,1,M,CONTUNDENTES,12
2015-01-13,3,M,CONTUNDENTES,1
2015-01-13,1,M,CORTOPUNZANTES,1
2015-01-13,4,F,CONTUNDENTES,3
2015-01-13,3,F,CONTUNDENTES,3
2015-01-13,1,F,SIN EMPLEO DE ARMAS,15
2015-01-13,1,M,SIN EMPLEO DE ARMAS,4
2015-01-13,1,F,CORTOPUNZANTES,1
2015-01-13,1,F,ARMA BLANCA / CORTOPUNZANTE,3
2015-01-13,3,M,SIN EMPLEO DE ARMAS,2
2015-01-13,1,F,CONTUNDENTES,39
2015-01-13,1,M,ARMA BLANCA / CORTOPUNZANTE,1
2015-01-13,3,F,SIN EMPLEO DE ARMAS,1
2015-01-13,1,F,NO REPORTA,1
2015-01-13,16,F,CONTUNDENTES,1
2015-01-13,7,F,CONTUNDENTES,1
2015-01-13,2,F,SIN EMPLEO DE ARMAS,4
2015-01-13,2,F,CONTUNDENTES,5
2015-01-13,7,F,SIN EMPLEO DE ARMAS,1
2015-01-14,2,F,SIN EMPLEO DE ARMAS,1
2015-01-14,4,M,CONTUNDENTES,1
2015-01-14,6,F,CONTUNDENTES,1
2015-01-14,4,F,CONTUNDENTES,1
2015-01-14,1,F,SIN EMPLEO DE ARMAS,19
2015-01-14,5,F,CONTUNDENTES,1
2015-01-14,2,F,CONTUNDENTES,6
2015-01-14,1,F,NO REPORTA,1
2015-01-14,1,M,ARMA BLANCA / CORTOPUNZANTE,3
2015-01-14,1,F,CORTANTES,1
2015-01-14,1,M,CONTUNDENTES,9
2015-01-14,1,F,CONTUNDENTES,25
2015-01-14,7,F,SIN EMPLEO DE ARMAS,2
2015-01-14,1,M,SIN EMPLEO DE ARMAS,6
2015-01-14,3,F,CONTUNDENTES,3
2015-01-14,2,M,CONTUNDENTES,2
2015-01-14,1,F,ARMA BLANCA / CORTOPUNZANTE,3
2015-01-14,4,F,SIN EMPLEO DE ARMAS,1
2015-01-14,11,F,CONTUNDENTES,1
2015-01-14,1,F,CORTOPUNZANTES,2
2015-01-14,4,M,SIN EMPLEO DE ARMAS,1
2015-01-15,10,F,CONTUNDENTES,1
2015-01-15,5,F,CONTUNDENTES,1
2015-01-15,4,M,CONTUNDENTES,1
2015-01-15,1,F,CORTANTES,1
2015-01-15,3,F,SIN EMPLEO DE ARMAS,1
2015-01-15,1,M,CONTUNDENTES,8
2015-01-15,15,F,SIN EMPLEO DE ARMAS,1
2015-01-15,2,F,SIN EMPLEO DE ARMAS,1
2015-01-15,1,F,SIN EMPLEO DE ARMAS,16
2015-01-15,2,M,CONTUNDENTES,1
2015-01-15,4,F,CONTUNDENTES,2
2015-01-15,9,F,CONTUNDENTES,1
2015-01-15,2,F,CONTUNDENTES,5
2015-01-15,1,F,CORTOPUNZANTES,1
2015-01-15,1,F,CONTUNDENTES,31
2015-01-15,4,F,SIN EMPLEO DE ARMAS,1
2015-01-15,3,M,CONTUNDENTES,1
2015-01-15,1,M,SIN EMPLEO DE ARMAS,4
2015-01-15,1,M,NO REPORTA,1
2015-01-15,1,F,ARMA DE FUEGO,1
2015-01-15,1,M,ARMA BLANCA / CORTOPUNZANTE,1
2015-01-15,1,F,NO REPORTA,1
2015-01-15,1,M,CORTANTES,1
2015-01-15,1,F,ESCOPOLAMINA,1
2015-01-15,1,F,ARMA BLANCA / CORTOPUNZANTE,6
2015-01-15,3,F,CONTUNDENTES,3
2015-01-16,2,F,ESCOPOLAMINA,1
2015-01-16,1,F,CONTUNDENTES,33
2015-01-16,2,M,CONTUNDENTES,1
2015-01-16,3,F,SIN EMPLEO DE ARMAS,2
2015-01-16,2,M,ARMA BLANCA / CORTOPUNZANTE,1
2015-01-16,5,F,CONTUNDENTES,1
2015-01-16,1,M,ARMA BLANCA / CORTOPUNZANTE,1
2015-01-16,1,F,ESCOPOLAMINA,1
2015-01-16,4,M,CONTUNDENTES,1
2015-01-16,4,F,CONTUNDENTES,1
2015-01-16,1,F,SIN EMPLEO DE ARMAS,14
2015-01-16,1,F,CORTANTES,1
2015-01-16,3,F,CONTUNDENTES,1
2015-01-16,2,M,SIN EMPLEO DE ARMAS,1
2015-01-16,1,M,CONTUNDENTES,13
2015-01-16,1,M,SIN EMPLEO DE ARMAS,6
2015-01-16,12,F,SIN EMPLEO DE ARMAS,1
2015-01-16,2,F,CONTUNDENTES,5
2015-01-16,2,F,SIN EMPLEO DE ARMAS,1
2015-01-16,1,F,ARMA BLANCA / CORTOPUNZANTE,4
2015-01-16,16,F,CONTUNDENTES,1
2015-01-16,1,M,CORTANTES,1
2015-01-17,17,F,CONTUNDENTES,1
2015-01-17,11,F,SIN EMPLEO DE ARMAS,1
2015-01-17,3,M,SIN EMPLEO DE ARMAS,1
2015-01-17,7,F,SIN EMPLEO DE ARMAS,1
2015-01-17,1,F,CONTUNDENTES,30
2015-01-17,4,F,CONTUNDENTES,1
2015-01-17,6,F,CONTUNDENTES,1
2015-01-17,2,M,CONTUNDENTES,3
2015-01-17,2,F,ARMA BLANCA / CORTOPUNZANTE,1
2015-01-17,2,F,CONTUNDENTES,7
2015-01-17,3,F,SIN EMPLEO DE ARMAS,2
2015-01-17,1,F,SIN EMPLEO DE ARMAS,17
2015-01-17,1,M,CONTUNDENTES,11
2015-01-17,1,M,SIN EMPLEO DE ARMAS,5
2015-01-17,1,M,CORTANTES,1
2015-01-17,2,M,SIN EMPLEO DE ARMAS,1
2015-01-17,1,M,CORTOPUNZANTES,1
2015-01-17,3,F,CONTUNDENTES,3
2015-01-17,2,F,SIN EMPLEO DE ARMAS,2
2015-01-17,1,F,ARMA BLANCA / CORTOPUNZANTE,3
2015-01-18,5,F,SIN EMPLEO DE ARMAS,2
2015-01-18,3,M,CONTUNDENTES,1
2015-01-18,2,M,CONTUNDENTES,3
2015-01-18,2,F,CONTUNDENTES,5
2015-01-18,1,F,ARMA BLANCA / CORTOPUNZANTE,8
2015-01-18,3,F,SIN EMPLEO DE ARMAS,2
2015-01-18,2,F,SIN EMPLEO DE ARMAS,6
2015-01-18,1,F,CONTUNDENTES,46
2015-01-18,6,F,CONTUNDENTES,1
2015-01-18,2,F,ARMA BLANCA / CORTOPUNZANTE,3
2015-01-18,2,F,NO REPORTA,1
2015-01-18,9,F,CONTUNDENTES,1
2015-01-18,1,F,NO REPORTA,2
2015-01-18,1,M,CORTOPUNZANTES,1
2015-01-18,4,F,CONTUNDENTES,2
2015-01-18,1,M,SIN EMPLEO DE ARMAS,7
2015-01-18,3,F,ESCOPOLAMINA,1
2015-01-18,1,F,SIN EMPLEO DE ARMAS,28
2015-01-18,1,F,CORTANTES,3
2015-01-18,1,F,CORTOPUNZANTES,1
2015-01-18,1,M,CONTUNDENTES,14
2015-01-18,1,F,ESCOPOLAMINA,3
2015-01-18,1,F,ARMA DE FUEGO,3
2015-01-18,6,F,SIN EMPLEO DE ARMAS,1
2015-01-18,1,M,ESCOPOLAMINA,1
2015-01-18,1,M,CORTANTES,1
2015-01-18,5,F,CONTUNDENTES,4
2015-01-18,1,M,ARMA BLANCA / CORTOPUNZANTE,4
2015-01-18,3,F,CONTUNDENTES,2
2015-01-19,1,F,CORTANTES,1
2015-01-19,1,F,CONTUNDENTES,35
2015-01-19,2,M,CONTUNDENTES,4
2015-01-19,12,F,SIN EMPLEO DE ARMAS,1
2015-01-19,2,M,ARMA BLANCA / CORTOPUNZANTE,1
2015-01-19,1,M,SIN EMPLEO DE ARMAS,6
2015-01-19,1,M,ARMA BLANCA / CORTOPUNZANTE,2
2015-01-19,1,F,CORTOPUNZANTES,1
2015-01-19,6,F,CONTUNDENTES,1
2015-01-19,3,M,CONTUNDENTES,1
2015-01-19,10,F,SIN EMPLEO DE ARMAS,1
2015-01-19,1,M,CORTOPUNZANTES,1
2015-01-19,1,F,ARMA BLANCA / CORTOPUNZANTE,8
2015-01-19,4,F,SIN EMPLEO DE ARMAS,1
2015-01-19,11,F,CONTUNDENTES,1
2015-01-19,1,F,ESCOPOLAMINA,1
2015-01-19,2,M,SIN EMPLEO DE ARMAS,1
2015-01-19,5,M,SIN EMPLEO DE ARMAS,1
2015-01-19,3,F,SIN EMPLEO DE ARMAS,1
2015-01-19,1,M,CONTUNDENTES,10
2015-01-19,4,F,CONTUNDENTES,1
2015-01-19,2,F,SIN EMPLEO DE ARMAS,2
2015-01-19,2,F,ARMA BLANCA / CORTOPUNZANTE,1
2015-01-19,2,F,CONTUNDENTES,5
2015-01-19,5,F,SIN EMPLEO DE ARMAS,1
2015-01-19,1,F,SIN EMPLEO DE ARMAS,26
2015-01-19,1,F,NO REPORTA,2
2015-01-20,1,M,SIN EMPLEO DE ARMAS,5
2015-01-20,5,F,CONTUNDENTES,1
2015-01-20,11,F,SIN EMPLEO DE ARMAS,1
2015-01-20,1,F,CORTANTES,1
2015-01-20,1,M,ARMA BLANCA / CORTOPUNZANTE,4
2015-01-20,5,F,SIN EMPLEO DE ARMAS,1
2015-01-20,4,F,CONTUNDENTES,2
2015-01-20,1,M,CONTUNDENTES,13
2015-01-20,8,F,SIN EMPLEO DE ARMAS,1
2015-01-20,1,F,SIN EMPLEO DE ARMAS,22
2015-01-20,1,M,CORTOPUNZANTES,1
2015-01-20,1,F,CONTUNDENTES,27
2015-01-20,7,F,CONTUNDENTES,2
2015-01-20,2,F,SIN EMPLEO DE ARMAS,3
2015-01-20,1,F,NO REPORTA,2
2015-01-20,7,M,SIN EMPLEO DE ARMAS,1
2015-01-20,1,F,ARMA BLANCA / CORTOPUNZANTE,4
2015-01-20,6,F,SIN EMPLEO DE ARMAS,1
2015-01-20,2,F,CONTUNDENTES,6
2015-01-20,1,M,NO REPORTA,1
2015-01-20,17,F,CONTUNDENTES,1
2015-01-20,4,M,CONTUNDENTES,2
2015-01-20,2,M,SIN EMPLEO DE ARMAS,1
2015-01-20,1,F,ARMA DE FUEGO,1
2015-01-20,3,F,CONTUNDENTES,2
2015-01-21,1,M,ARMA BLANCA / CORTOPUNZANTE,1
2015-01-21,2,F,CONTUNDENTES,6
2015-01-21,1,F,CORTANTES,1
2015-01-21,1,F,SIN EMPLEO DE ARMAS,16
2015-01-21,1,M,SIN EMPLEO DE ARMAS,1
2015-01-21,2,M,SIN EMPLEO DE ARMAS,1
2015-01-21,3,M,CONTUNDENTES,1
2015-01-21,13,F,CONTUNDENTES,1
2015-01-21,12,F,SIN EMPLEO DE ARMAS,1
2015-01-21,1,M,ESCOPOLAMINA,1
2015-01-21,1,M,CONTUNDENTES,11
2015-01-21,2,M,CONTUNDENTES,1
2015-01-21,2,F,SIN EMPLEO DE ARMAS,5
2015-01-21,4,F,SIN EMPLEO DE ARMAS,2
2015-01-21,9,F,CONTUNDENTES,1
2015-01-21,1,F,NO REPORTA,2
2015-01-21,3,F,CONTUNDENTES,2
2015-01-21,4,F,CONTUNDENTES,2
2015-01-21,1,F,ARMA DE FUEGO,2
2015-01-21,1,F,CONTUNDENTES,33
2015-01-21,1,F,ARMA BLANCA / CORTOPUNZANTE,4
2015-01-21,1,F,CORTOPUNZANTES,1
2015-01-22,4,F,CONTUNDENTES,1
2015-01-22,2,F,SIN EMPLEO DE ARMAS,5
2015-01-22,1,F,CORTOPUNZANTES,2
2015-01-22,1,M,ARMA BLANCA / CORTOPUNZANTE,3
2015-01-22,14,F,CONTUNDENTES,1
2015-01-22,1,F,NO REPORTA,3
2015-01-22,4,F,SIN EMPLEO DE ARMAS,1
2015-01-22,6,F,CONTUNDENTES,1
2015-01-22,4,M,CONTUNDENTES,1
2015-01-22,1,F,ARMA BLANCA / CORTOPUNZANTE,9
2015-01-22,5,F,CONTUNDENTES,1
2015-01-22,5,F,SIN EMPLEO DE ARMAS,2
2015-01-22,1,M,CONTUNDENTES,9
2015-01-22,3,F,CONTUNDENTES,4
2015-01-22,9,F,CONTUNDENTES,1
2015-01-22,2,M,SIN EMPLEO DE ARMAS,2
2015-01-22,10,F,SIN EMPLEO DE ARMAS,1
2015-01-22,2,F,CONTUNDENTES,3
2015-01-22,1,F,SIN EMPLEO DE ARMAS,20
2015-01-22,3,F,SIN EMPLEO DE ARMAS,1
2015-01-22,1,M,SIN EMPLEO DE ARMAS,8
2015-01-22,1,F,CONTUNDENTES,18
2015-01-23,1,M,CONTUNDENTES,5
2015-01-23,1,F,CONTUNDENTES,24
2015-01-23,6,F,CONTUNDENTES,1
2015-01-23,3,M,SIN EMPLEO DE ARMAS,1
2015-01-23,3,F,SIN EMPLEO DE ARMAS,1
2015-01-23,2,F,CONTUNDENTES,4
2015-01-23,2,M,CORTANTES,1
2015-01-23,2,F,SIN EMPLEO DE ARMAS,2
2015-01-23,1,M,SIN EMPLEO DE ARMAS,6
2015-01-23,5,F,CONTUNDENTES,2
2015-01-23,4,F,SIN EMPLEO DE ARMAS,1
2015-01-23,3,F,CONTUNDENTES,5
2015-01-23,11,F,SIN EMPLEO DE ARMAS,1
2015-01-23,5,M,CONTUNDENTES,1
2015-01-23,1,F,NO REPORTA,1
2015-01-23,11,F,CONTUNDENTES,1
2015-01-23,1,F,ARMA BLANCA / CORTOPUNZANTE,10
2015-01-23,1,F,SIN EMPLEO DE ARMAS,19
2015-01-23,1,M,ARMA BLANCA / CORTOPUNZANTE,6
2015-01-24,3,F,SIN EMPLEO DE ARMAS,3
2015-01-24,2,F,CONTUNDENTES,12
2015-01-24,1,F,CONTUNDENTES,26
2015-01-24,1,F,SIN EMPLEO DE ARMAS,24
2015-01-24,1,M,CONTUNDENTES,11
2015-01-24,1,M,ARMA BLANCA / CORTOPUNZANTE,3
2015-01-24,12,F,SIN EMPLEO DE ARMAS,1
2015-01-24,1,F,NO REPORTA,2
2015-01-24,2,M,CONTUNDENTES,4
2015-01-24,2,M,SIN EMPLEO DE ARMAS,3
2015-01-24,9,F,CONTUNDENTES,1
2015-01-24,1,F,CORTOPUNZANTES,1
2015-01-24,1,F,CORTANTES,1
2015-01-24,1,F,ARMA BLANCA / CORTOPUNZANTE,8
2015-01-24,1,M,SIN EMPLEO DE ARMAS,4
2015-01-24,5,F,CONTUNDENTES,1
2015-01-24,2,F,ESCOPOLAMINA,1
2015-01-24,1,F,ESCOPOLAMINA,1
2015-01-24,2,F,SIN EMPLEO DE ARMAS,2
2015-01-24,3,F,CONTUNDENTES,3
2015-01-24,15,F,CONTUNDENTES,1
2015-01-24,6,F,SIN EMPLEO DE ARMAS,1
2015-01-25,2,F,ESCOPOLAMINA,1
2015-01-25,2,F,CONTUNDENTES,10
2015-01-25,18,F,SIN EMPLEO DE ARMAS,1
2015-01-25,1,F,CORTANTES,2
2015-01-25,3,F,SIN EMPLEO DE ARMAS,4
2015-01-25,8,M,CONTUNDENTES,1
2015-01-25,14,F,CONTUNDENTES,1
2015-01-25,2,M,CONTUNDENTES,3
2015-01-25,1,M,NO REPORTA,2
2015-01-25,5,F,CONTUNDENTES,2
2015-01-25,16,F,SIN EMPLEO DE ARMAS,1
2015-01-25,2,F,SIN EMPLEO DE ARMAS,3
2015-01-25,1,F,SIN EMPLEO DE ARMAS,27
2015-01-25,1,M,SIN EMPLEO DE ARMAS,6
2015-01-25,1,F,ESCOPOLAMINA,1
2015-01-25,1,F,ARMA BLANCA / CORTOPUNZANTE,9
2015-01-25,8,M,SIN EMPLEO DE ARMAS,1
2015-01-25,1,M,CONTUNDENTES,11
2015-01-25,1,M,ARMA DE FUEGO,1
2015-01-25,1,M,ARMA BLANCA / CORTOPUNZANTE,3
2015-01-25,2,M,SIN EMPLEO DE ARMAS,1
2015-01-25,5,F,SIN EMPLEO DE ARMAS,1
2015-01-25,1,F,ARMA DE FUEGO,3
2015-01-25,1,F,CONTUNDENTES,40
2015-01-25,3,M,CONTUNDENTES,1
2015-01-25,4,F,SIN EMPLEO DE ARMAS,1
2015-01-25,2,F,ARMA BLANCA / CORTOPUNZANTE,2
